,ADEL,ADER,ADFL,ADLL,ADLR,AFDL,AFDR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVG,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,CEPDL,CEPDR,CEPVL,CEPVR,FLPL,FLPR,IL1DL,IL1DR,IL1R,IL1VL,IL1VR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2V4,NSML,NSMR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,URADL,URADR,URAVL,URAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIBL,AIBR,AIML,AIMR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,ALA,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVFL,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,I1L,I1R,I2L,I2R,I3,I4,I6,RIAL,RIAR,RIBL,RIBR,RICL,RICR,RIFR,RIGL,RIGR,RIH,RIPL,RIR,RIS,RIVL,RIVR,SAADL,SAADR,SAAVL,SAAVR,SABD,SABVL,SABVR,SIBVR,AS1,DA1,DB2,DD1,M1,M2L,M2R,M3L,M3R,M5,MCL,MCR,MI,RID,RIML,RIMR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMGL,RMGR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,VA1,VB1,VB2
RMFL,,,-0.002705993,0.002941087,0.099161275,,,,0.14190706,-0.023305282,0.009053145,,-0.039927299,,0.006210634,,0.095140651,-0.037848882,-0.088624758,,,,0.060482282,,-0.026488097,0.006908112,-0.01811394,0.116842759,,0.005669322,,,-0.041144512,-0.054441548,-0.151794358,-0.029581562,,,,,0.137462713,0.081549398,,-0.019582133,,0.163013396,,,,,0.005173998,,0.016858844,-0.086434083,,-0.020046974,,0.039096208,,,,-0.013018479,0.012525854,0.001516,-0.088201073,,,,-0.033649459,-0.004930695,,,0.126871884,,0.01256212,0.004525818,,0.026317575,0.308004773,0.157822509,,,,,-0.057119055,-0.085239783,,-0.04180589,,,0.096770136,,0.026392267,0.134780118,,,,,,0.001474348,,0.023022476,0.051967491,0.108156994,,0.001575901,,,0.004131607,-0.126086519,,-0.037532156,-0.115269074,,-0.222337605,,,-0.134347252,0.055961804,0.13397601,,0.114815849,0.009189271,0.115892161,,,,,,,0.125883377,-0.01108793,-0.075510705,0.066747352,0.001896465,-0.016009506,0.023627549,-0.03695134,,-0.07639287,0.087926872,0.100659823,0.035385756,0.072070513,-0.040987034,,0.303819558,0.007955607,0.028824853,,0.028154306,0.008168187,,0.300057537,0.352919204,,,,,0.015676415,0.013656744,0.116734994,0.097058984,,,,0.075397563,0.130055712
RMFR,,0.10286872,,-0.033346023,0.018242112,0.043061914,,0.096724264,0.015182801,-0.014146882,-0.031293456,0.006654871,0.011629245,,,-0.031885302,0.178074474,0.098114496,0.032576032,,0.095279004,-0.115169154,-0.009174072,,0.000502459,-0.008284053,-0.003415149,-0.02149659,,0.015091552,,,0.069353571,0.008095471,0.028383975,-0.039394786,-0.024634637,0.01543209,0.01420132,0.009027606,-0.000107692,0.01139308,,,,,,-0.012902377,,-0.072456691,-0.034438112,,0.101023793,-0.009005463,,0.063730138,-0.014944033,,,,0.018463325,0.055515118,0.027269334,0.016348693,,,,,0.086878623,-0.03206335,,,0.878614017,0.291408204,,-0.003424148,,,0.210552895,0.094587469,,0.050941334,-0.018832946,-0.05157775,0.025505253,-0.003143892,-0.047522708,0.177892455,-0.021456419,,0.027544826,,0.009675644,0.463278708,0.050022621,0.097603187,,,,-0.009627454,-0.000882409,0.025388712,-0.0033862,-0.031869754,0.062846236,-0.021359578,0.050436453,-0.071656214,0.010195947,0.200117792,,-0.010796472,-0.019388152,-0.004789741,0.046766838,,,-0.019137622,0.24891509,0.059638142,,-0.074632894,0.075689348,0.00032249,,,0.409820096,,,0.002946814,-0.007761522,-0.053862941,0.046886608,0.055966171,0.007527992,0.015912718,0.065853573,,,0.071222753,,0.15891352,0.021247837,0.062287177,0.102175665,0.013198843,,0.036828423,0.076771356,,0.183498389,0.002168265,,0.02468285,0.330337351,0.002958174,,,0.229355714,0.110412789,,0.108471479,0.054383064,0.087982629,0.011141476,,0.029604122,0.001700006
RMGL,,-0.017544033,,0.019133831,-0.001047939,,,0.05250265,,,,,-0.013271866,0.037493448,0.000967364,,-0.022671094,,,,,-0.00848663,,-0.010530456,0.026581008,0.047302983,0.079314817,0.006167326,,-0.027534567,,,-0.010181457,-0.010683737,0.021224365,0.030571481,-0.01324493,-0.009514572,,,0.019669588,,,,,,,,,,-0.001424453,-0.002778409,,0.004989935,0.025774035,,,,,,0.006603398,0.060675198,,-0.000185542,,0.026856014,-0.040854139,,0.129653456,0.055636591,,,0.206566115,0.007079333,,-0.012347455,,,,0.158769288,-0.00396948,,0.003587634,,0.019699361,0.059631102,-0.007384797,-0.035592625,-0.008371738,,,0.083491813,-0.004617217,0.16209416,,-0.05151888,,0.11361513,-0.012802202,-0.023943522,0.110624476,,,0.058336732,,,,-0.029416313,,,,0.024422795,-0.018255615,,,,0.096460812,0.107149734,0.009756347,,,0.246140789,-0.051955409,,,,,,,-0.014271757,-0.019775561,0.028607524,,,,0.005909998,,,0.033529215,0.089077273,,-0.004550394,-0.012438451,0.025540691,0.056096015,-0.029588164,-0.138627931,0.060352842,0.027484739,,-0.016849254,-0.033592699,,,,0.503409371,,,,,,-0.048892174,,,,,0.06539126,0.072896218
RMGR,,0.104181528,,,,,,0.039593623,,0.142221105,,,,,,-0.021295323,,,,,,,,,0.058180762,,,,,0.002559877,-0.038979515,,,-0.009521319,,,,-0.051864015,-0.010638049,,-0.009119981,,,,,,,,,,-0.016250823,,,-0.004925473,,,,,,,,,,-0.014431765,,,-0.004771277,,,0.43582048,,,,,,,,,,0.061520419,0.003571078,,,,,,,,,,,,,0.011193228,,0.074110709,,,,,-0.036609401,,,,,,,,,-0.001167035,,,,,,,,,,,,,0.06608265,-0.028736219,,,,,,,,,,,,0.014502329,,,-0.016172113,,,,0.004439161,-0.007446323,0.086239686,,,0.011624634,-0.013464885,,0.018114235,0.035084055,,,,,0.747737826,,,,,,,-0.035084408,,,,-0.010271544
SMBDL,,0.101374653,,-0.040471579,0.088600935,0.058304406,,0.119997732,-0.027629986,,0.064692316,-0.062229243,0.083525221,0.649257712,-0.00031682,-0.047815655,-0.014384839,0.001645613,-0.001501755,,0.005090867,0.044409493,-0.004287525,,,-0.026194618,-0.047408875,,-0.030286914,-0.042471427,,,-0.027394934,-0.003857146,-0.048829266,,,,,,0.020883543,-0.031592296,,,,-0.119843019,,-0.036654385,,-0.078836214,0.082989654,0.030302926,0.035303833,,,0.061479638,,,,,0.012906966,0.017612195,-0.054564089,-0.011757048,-0.01562883,0.01883522,0.020738492,,-0.009303143,0.014527778,,,,0.40306299,0.03185472,-0.042547949,,0.012044626,-0.010466154,-0.017711116,,-0.022043542,,-0.007131274,0.011441153,-0.010665895,-0.01979851,-0.004466322,-0.029631932,,0.026157794,,0.050426282,0.006225395,,,,,,,,,-0.031065349,0.046157025,,0.023835299,0.053366927,,,-0.048292084,0.048570937,0.046683735,0.03934721,,0.150330815,,-0.0328849,,,0.027208865,0.051395737,-0.034474813,-0.051602889,-0.04827957,-0.066792835,-0.426351465,,,,,,-0.023016223,-0.053790615,-0.011029669,0.051764017,0.030663379,-0.034794917,-0.070345872,,0.022969506,,-0.003409041,0.052698181,0.143374623,-0.006768227,0.070342403,0.133003722,0.132769854,0.165823489,,,,,,0.055200976,0.074702337,,0.324607381,,,,0.438421575,,0.021487892,0.046970266,,0.107013926,0.044577991
SMBDR,,,,,0.043428641,0.052787152,,-0.029552308,,0.02789888,,,-0.000909697,,-0.016923653,,0.131173698,,,0.017435044,,,-0.009595057,-0.001165416,,0.01112838,-0.004881002,0.061419924,,-0.013221995,,,-0.069633615,-0.020114801,0.030200377,-0.019315654,0.010197694,-0.018650971,0.014402712,,0.022784857,0.08853621,,,,,,-0.010633179,,,-0.03078446,0.034437545,-0.029035651,,0.025596304,-0.01192681,,,,,-0.004095526,,-0.029588886,-0.020856635,,-0.020506803,0.002206233,0.011136684,-0.102256959,-0.01101542,,,,,-0.001903013,0.110649011,0.034032913,,0.46586451,0.350076069,,-0.014138798,,,0.189631602,,-0.007899585,0.062846064,0.125239067,,-0.029853952,,-0.019970749,,0.060822944,0.045208886,-0.009635356,,,-0.05914753,,-0.016051668,0.010337522,0.003466897,,0.084542867,0.021835496,-0.081862003,-0.034310227,0.006735854,,0.13225186,-0.01987648,0.022779716,0.092083338,-0.0393918,-0.007659871,-0.009187742,0.029370703,0.084010234,,,0.206564816,,0.051420665,0.019617354,,0.028412168,,0.015598836,,0.037455499,-0.016972446,0.055266353,0.018370109,0.003245648,0.115553608,,,0.021532851,,0.006715766,0.033598932,0.114466428,0.304161981,,0.286266539,0.046287899,0.076157991,,-0.004179972,-0.030257694,0.064656317,0.052451501,0.432004059,0.00016991,,,0.588699783,,,0.702902577,0.321043462,,,,0.052824428,0.069097691
SMBVL,,,-0.009321844,,-0.007490761,0.158380641,,0.00763771,0.062849312,0.004056123,0.019032332,,0.030368047,0.005140897,0.06114038,,0.005629551,,,,0.125875353,,0.034081154,-0.060828052,,0.030026633,0.00340801,0.049266876,0.091627338,,,,0.036049725,0.119628887,-0.116810137,-0.020974741,-0.03734779,0.025398611,0.13187431,,0.005726087,-0.010397501,,0.045173585,,-0.013896544,-0.024124337,-0.03766461,,,0.001889312,0.011392394,,0.061916395,0.005134368,-0.025857456,,,,,0.147984185,,0.046869328,0.012402152,-0.009225913,0.03035753,0.020415711,0.022531507,-0.024501253,,,,,0.132062978,-0.013985789,,0.379547563,0.113145357,0.001368492,0.088924382,,,,-0.028239144,-0.002190695,-0.107749554,0.00199543,0.243493453,0.31211016,,-0.022174414,,-0.005593982,0.053771066,0.006222035,0.087947707,,,,-0.117285791,-0.005947518,0.028293268,0.031767879,0.054748006,0.018132162,0.017379662,0.023380169,,-0.023144735,-0.017318931,0.077084647,-0.016668897,0.006969359,0.183761298,,0.095111219,,0.030170181,-0.02575249,0.045586934,,0.030310832,-0.022753937,-0.031132604,0.324607989,,0.089365253,,,,,-0.005707716,0.00956926,-0.037753192,-0.031054174,0.007619029,0.143281549,0.030973565,-0.067712399,0.016570197,-0.018071029,-0.030453148,0.102105251,-0.058436183,0.443535863,0.048556891,0.109480648,0.11112637,0.061837186,,,0.133783239,0.067489159,0.265870822,0.118170343,,,0.105867768,0.135239389,0.383867013,,0.223076584,0.669007687,0.062992813,0.123317291,,-0.002484575,0.001761625
SMBVR,,,0.028014314,0.096332968,0.003156897,0.044538841,,-0.016569017,,0.055544195,0.036415429,,-0.004815452,0.028563848,0.088388583,-0.037632898,0.139040636,0.080641881,-0.037330214,,,,0.024478525,0.10167365,0.035937898,-0.00414457,-0.021504751,0.085312234,-0.03174259,,,,-0.15950352,0.023810536,,-0.022282201,-0.02142405,-0.033263596,,,0.03681829,0.033293399,-0.0731101,0.015682152,,0.127747207,0.021271262,0.05726063,,,0.044780733,0.003674693,0.001303583,-0.013827239,,-0.009569516,,,0.021279179,,0.010185691,-0.016512087,-0.043321423,0.007505082,0.073474351,,-0.008026591,-0.008508163,0.026931825,-0.004240211,,,-0.018473036,0.108865895,-0.043052399,,-0.028365171,-0.16323872,,0.127179877,,-0.055621192,0.000279356,-0.032293965,-0.049485833,-0.002177965,-0.003959577,-0.032016459,-0.007094951,-0.061958777,0.094068306,-0.000629809,0.002145977,0.017983366,0.029475251,0.01354813,,0.010085318,,-0.015264155,0.029246965,-0.064293475,0.049589692,-0.017515886,0.084678244,0.007539167,-0.005612273,,0.128784616,-0.020721765,,0.05793658,-0.013585467,0.020902667,,0.14770961,-0.016610291,-0.043770476,0.050278515,,-0.027713494,-0.027121345,0.02326205,-0.027538305,,-0.022277252,,,,0.003166961,-0.014111555,0.020727483,0.014279124,0.052246773,-0.032176939,0.004556907,-0.067234596,0.044155509,0.028876154,-0.031774736,0.021291383,0.09049196,0.026945623,0.061013436,0.483575616,-0.022476517,0.073284153,0.111588846,0.047989935,,,-0.027979272,,0.294434303,-0.002012344,0.052118125,,,,0.153680227,0.847967668,0.170039043,,0.02956505,0.075590509,-0.025430956,-0.02713584,
SMDDL,,0.033298435,0.018014832,0.087250412,-0.031124228,-0.024768344,,-0.00546034,0.054307919,-0.014010674,0.004964936,-0.060171369,0.005666837,,0.046826535,0.056181146,-0.007045936,0.142897425,0.024705061,0.178708127,-0.016847748,0.207870823,0.030014556,0.089870813,0.088295431,0.067455341,0.051064178,0.004221802,0.018545046,0.151108266,-0.003519147,0.014788277,0.191611096,0.030478815,0.085542951,0.011260816,-0.004216118,-0.011442991,0.020026752,-0.059761764,0.062928798,-0.004162883,0.0133536,-0.026416023,0.117657694,,-0.119151686,-0.037701598,,,0.038864204,-0.046074567,0.022568792,-0.035045298,,-0.053419416,0.066923687,-0.03485772,-0.10245883,,0.026804419,0.004369232,-0.010613522,0.014953794,-0.04943341,,,-0.005231372,0.088523357,0.117963671,,,0.069816281,0.115129867,,0.021168167,0.030647745,0.015868519,0.438476622,0.046243871,0.010778722,-0.010397986,0.049707046,0.093486703,0.020404564,-0.030160774,0.03556737,-0.01172603,0.020086417,-0.03880336,0.030656208,0.064869058,-0.03992489,0.006941306,0.059971908,0.039597905,,-0.060712421,,0.019075722,-0.003510036,0.048154761,-0.033978948,0.042262521,-0.003947906,0.047939686,0.087958732,-0.060629393,0.115647919,0.002870479,,0.00859735,0.082494773,0.000448221,-0.085198438,0.166164717,0.117115482,0.012482463,0.046590533,0.086966455,0.139059892,0.00643556,-0.018635716,,,0.028136066,,,,0.064039764,0.060313645,-0.005939249,-0.008892439,0.035968706,0.017050558,0.016085327,-0.025001175,0.032199142,,0.057268678,0.070649074,0.088619267,0.080390459,0.017464874,0.362985298,-0.001250357,0.073860401,0.036039718,0.055384342,0.107172897,0.086460234,-0.034388332,0.038346066,-0.010879273,-0.070369514,0.012122381,,0.054182192,,0.068060747,0.083018663,0.565604037,0.210485416,0.007440619,0.099344678,-0.033980308,0.010423833,0.038419804
SMDDR,0.014159521,0.085488807,0.001125745,0.015322371,-0.001398491,,0.000615163,0.002487046,-0.004035654,-0.052301498,0.29392582,,0.030123831,0.018597182,0.033194499,-0.023813377,0.019495099,0.008434606,-0.042434548,,0.227723646,0.178655116,0.095413602,0.101486646,-0.05053163,0.033694385,-0.100916231,0.091163694,-0.006593073,0.057010065,,,0.003978358,0.004699029,-0.044110391,-0.028718573,0.015343001,0.003166835,0.009229973,,0.016406552,-0.024913843,0.010180576,0.00507701,0.215288449,,-0.045896242,,,0.054197279,0.043890508,0.000691499,-0.012501122,0.252366542,0.144513244,0.041918886,,0.414214156,,,-0.037405016,,0.040992855,0.012185228,0.105492112,,0.033310944,-0.00783455,0.086683657,0.008495059,,,0.177218695,0.106450281,0.118836457,0.00508527,0.227927693,0.620658958,0.103567986,0.073022711,0.066919575,0.009215203,0.092473,,0.068915796,-0.017596609,0.060324488,-0.028555788,0.148108925,-0.049427604,0.074035336,,-0.012857241,0.022831646,0.003767026,0.02325688,,-0.044351052,,-0.009086189,0.004549792,0.031797817,0.059921009,0.021786066,-0.002455004,0.147000349,,,-0.024719785,0.03436474,,0.057323952,0.0362206,,,0.202856477,-0.042328389,0.01468624,0.01005603,0.025436746,,0.222997921,0.020651636,0.058176139,0.054785799,,,,,0.081178908,-0.009811435,0.041377099,0.027515052,0.009173782,0.004394192,0.030121146,-0.008178051,0.017902612,-0.03632155,0.063131975,0.06915996,0.04683263,0.033851108,0.203082091,0.496074112,0.314565124,0.10162768,0.18701643,0.025690155,,0.023457962,-0.006609379,0.069223287,0.417364726,0.231117268,,,0.050901471,,0.099964872,,0.213972605,0.51741377,0.015124729,-0.030688303,0.001211202,0.049816673,0.045312878
SMDVL,,0.027992443,,,-0.002279966,0.032029386,,0.060172764,0.017934288,0.042406756,-0.045890128,-0.019463977,0.033930136,-0.006227056,0.11546659,0.038104077,0.126257632,,0.132414038,,0.049926433,-0.088309087,-0.016964319,-0.057774594,0.008716206,0.047525087,-0.057989117,0.168834846,,-0.036508688,0.139426069,,-0.002991713,0.053077782,-0.056838955,-0.023640319,-0.023148891,0.018749849,0.028604527,-0.03525699,-0.007106123,0.009162536,,-0.070516926,,-0.038461257,-0.011175358,-0.066659315,,,0.028311952,-0.018426226,0.01353534,0.011473865,0.007129079,0.052240431,0.01746284,,,,-0.010574604,-0.020654541,0.042502884,0.12075599,0.18145406,,0.106947801,0.029397459,-0.012775536,0.008823946,0.046458286,0.012194182,0.047365128,-0.00262603,-0.023404016,-0.051826075,0.250614562,,-0.020109843,-0.014672108,,-0.02966567,0.056420419,,,0.036746047,0.007352259,0.039390327,0.017483954,,-0.035916441,0.039273223,0.002823219,0.10760204,0.012844004,-0.01499473,,,,0.041369898,0.043424949,0.060749636,-0.006497828,-0.033276112,0.223872325,0.017722223,0.020587372,0.104478503,,0.013282852,,0.028694673,0.035268491,0.035828053,-0.0562952,-0.079822736,0.003755055,0.072255297,0.051496353,-0.014418597,,0.289563102,0.051404089,-0.000848854,,,-0.012464771,,,-0.04713302,,-0.03113772,-0.003319906,0.049375606,0.011934929,-0.010755132,,0.089685358,0.004264397,0.003918971,,0.072726618,-0.003660985,-0.038678369,0.155707161,-0.003915397,0.086141182,0.12062101,0.10647138,0.014505655,0.03131062,-0.018978847,,-0.036243567,0.061259918,-0.054622712,0.19445335,0.117842966,,-0.061074262,,-0.034701373,-0.029631229,0.42656571,0.088981059,0.004719627,0.06560063,-0.009688127
SMDVR,,0.035535264,,,0.022543071,,,-0.016217654,-0.003028888,-0.010415587,-0.244088423,0.098425189,0.078448357,-0.060354746,,0.073722847,0.034131442,,0.219282372,,-0.018140771,0.060465573,0.001278323,,0.11557106,0.020822617,0.039170562,-0.006750202,,0.359533056,0.009523457,0.212624616,0.242284659,0.015909688,0.010422915,-0.018343082,0.030657784,-0.017557495,0.004197749,-0.016147474,0.002113504,0.037477438,0.033329971,,,0.066379037,,0.04255698,,0.014944917,0.019974557,0.002173701,0.007933769,0.06753587,0.021480064,0.056472761,0.315069871,,,0.044938721,-0.00082417,-0.000920686,0.153754879,0.368616543,0.120360771,0.016721954,0.057050394,0.003169836,-0.018858839,0.039743365,,,0.0468965,0.054534661,-0.131061944,-0.070237405,-0.000256141,,0.119311584,0.063816678,,0.059236431,0.101746404,,-0.042777126,0.039881398,0.053942914,0.041132456,0.144245939,-0.023844997,0.020647218,,0.008813394,0.011326309,0.013946206,-0.034168117,,,,0.003010235,-0.030506087,0.019521932,0.006076527,-0.022005805,,0.0398458,,,,-0.030725489,0.084727813,0.029568855,0.011116138,-0.068455112,0.025343333,0.070215418,-0.009877062,0.06648913,0.088938318,0.027688399,0.109566861,0.092412508,0.698086085,-0.025538785,0.050672055,,,,,-0.020987668,,-5.78E-05,-0.013740381,0.081427601,0.037917022,0.061171135,0.010044325,-0.034000535,0.039130222,-0.012656826,0.141260807,0.0300628,-0.005280136,0.274496534,0.102359809,0.007346698,0.053759516,0.10354807,0.241236514,,,0.075207832,,0.348774339,0.240225401,0.049315767,,,,-0.030846028,,0.032108587,,0.457153838,0.419212763,-0.001092935,0.065756028,-0.036811457
VA1,0.002465228,0.043105582,0.00213741,,-0.012017676,0.083290512,,0.052925339,0.016322212,0.009681731,0.033968862,,-0.0214471,,-0.036738708,-0.01839563,-0.116541618,,,,,,-0.011818488,0.022748528,-0.00461725,-0.033744506,0.047584039,,,-0.016145877,,,,-0.016420106,0.010838881,0.011555632,0.011623699,0.010175352,0.116388326,,0.029482517,0.042537242,-0.172390525,0.044964912,-0.005974162,-0.05849362,0.180389068,,,-0.044748681,0.027433623,0.069007834,-0.039975648,0.026709569,-0.012795747,0.046596814,,0.036882739,,,-0.021499822,-0.02465789,-0.024512843,0.012974985,-0.014002286,-0.007247204,0.01735221,0.336702374,-0.046143834,0.072846631,,-0.039254613,0.018056517,0.02458631,,,-0.01229849,0.010247917,,0.017070093,0.073973544,-0.037147764,,,0.073730911,0.094068297,0.038372552,-0.032616671,0.043080536,-0.065769757,-0.016177703,0.02300287,-0.000344291,0.042276219,-0.035573681,0.130247163,,,,,,0.007069992,0.091585625,0.034670628,,0.067472508,,,-0.006363451,-0.022041621,,0.181874139,0.103002136,0.000797898,,0.062230312,-0.087450871,0.40595178,0.065797555,,,0.088067838,0.065657809,0.245391314,,,,,0.112843231,0.262004538,,0.049527472,-0.039497396,,-0.073802346,-0.006621646,0.008139159,0.059570872,,0.024423973,,0.07043208,,0.061969486,0.243892885,,-0.02540408,0.031609638,0.061978644,-0.084769364,0.003920741,-0.000505974,,0.067033401,,,,,,-0.024721864,,0.049014044,0.059066799,-0.036340928,0.05538498,0.416252309,0.084254056,0.049750379
VB1,-0.006436286,-0.004080737,-0.007129814,0.031876943,0.028512236,-0.007791447,-0.005695771,0.031444086,-0.035473292,0.084206037,-0.019894995,-0.011881868,0.008556816,0.05221334,0.005711907,-0.025397739,0.083247443,-0.061514908,0.015002326,-0.003788952,0.020112241,0.032420139,0.390640083,-0.021552211,-0.018429145,0.006432715,0.011458644,-0.026902318,0.048239433,0.103982171,0.042469275,0.041946183,0.060529145,-0.011215082,0.059693546,0.037181728,0.027244531,0.176968158,0.075041259,0.121861674,-0.005752042,0.039702505,-0.001483698,-0.044809797,0.034758906,-0.043531912,-0.022038003,-0.013599104,-0.049438158,0.055019753,0.031876234,0.010764101,-0.025968942,-0.033439583,-0.036310221,0.038995225,-0.001152095,-0.008772098,0.009847419,,0.070955099,0.005902274,0.034063577,-0.025943739,0.100571002,-0.066537481,0.05370838,-0.008029165,-0.04089781,0.103577438,0.170923273,,0.16935266,0.015892028,-0.045207567,0.038774244,0.0320896,-0.025741539,0.00434041,0.144520996,0.01864001,0.002714813,-0.004829808,0.060277165,0.024901409,0.015049533,0.01739724,0.031317983,0.000914169,0.046461359,0.101558108,0.007076889,0.024666442,0.022248554,-0.048265824,0.190505029,,0.027112111,0.016962168,0.004026047,-0.039812307,0.000294618,0.008617798,0.055822802,0.051064116,0.009706062,0.051255377,0.297699992,0.013139718,-0.015874318,,0.26036147,0.098350036,0.043439377,0.069202548,0.015329412,0.102967599,0.005674985,0.076578482,0.090445595,-0.037450212,0.143683274,0.003781833,0.316985943,,0.119198023,0.472501143,,0.074881063,0.07657278,0.015865502,0.020604418,-0.025242677,0.101643221,0.013533029,0.012657663,0.060883237,0.041748992,0.331623373,0.028884847,0.041155926,0.073903475,-0.026029193,-0.005707008,0.05746114,0.045801011,0.034061124,0.046563935,0.070529228,0.031207846,0.074017771,0.009675324,-0.008796227,0.107368008,0.121222183,,-0.001167919,-0.025828846,0.010966737,0.067266863,-0.1147905,0.089173458,0.111582062,0.001329403,0.10735768,0.239548464,0.430963962,0.159503106
VB2,0.142400255,0.015378617,0.081600742,0.142454733,-0.009709317,0.006540004,-0.066648598,0.077179331,0.01407621,-0.093374249,-0.018167305,-0.021391505,-0.008577625,0.011293767,0.010153448,-0.021242982,0.006377539,-0.004217094,-0.021573033,,0.052476498,0.05942051,0.001001994,0.016024968,-0.066724764,8.88E-05,0.041956548,0.012136042,-0.003546233,-0.01248927,0.017995153,,0.030857078,0.026074901,0.030245713,0.020396256,0.022020494,0.011280553,-0.025786825,0.009430182,0.02574873,0.014171933,0.059949598,0.010623536,0.198302228,-0.023136368,,0.020094239,0.001004769,-0.10365158,0.022893689,-0.002403214,-0.012329949,0.003756668,0.017587041,0.033997144,-0.016666788,-0.039707115,-0.019913797,,0.008220501,-0.043178629,-0.008471751,0.008801054,0.242402998,0.015719655,-0.026444985,-0.004447243,0.051597877,0.120378092,,,0.160577712,0.074336373,-0.005606377,0.014889819,-0.013404465,-0.023003974,-0.004223374,0.132508188,0.004161444,0.103058422,-0.008577375,,-0.042699613,0.030594182,0.018616083,0.027814605,0.087829821,,0.051751803,-0.016198141,0.013749828,0.030431457,0.018229135,0.107132733,0.200065409,0.01600125,0.100757498,-0.029457348,0.046421018,0.013938478,0.018937409,0.031396044,0.021871825,0.053590583,0.121934826,,0.006886045,0.032343006,0.46796599,0.060143269,0.04339604,,0.058810979,0.006104172,0.012819476,-0.009286796,-0.001709715,0.22154747,0.59945167,0.062601086,-0.004881201,0.29796705,0.040815435,-0.030625336,,-0.127516279,-0.08185799,0.136982557,,-0.036896624,0.026889197,-0.021516898,-0.019804816,0.021325335,0.038059897,0.147498991,0.144935535,-0.008593119,0.002201628,0.072534982,0.068729569,-0.010161888,0.072935889,0.054434499,0.033890808,0.051927475,0.051398842,,0.023776955,0.0049641,0.024138495,0.011691766,,0.12602692,-0.121258097,,0.044425456,0.034999817,,0.126550358,0.038405805,0.016636608,0.046769758,,0.104443868,0.836397992
